Tue Jun 18 00:16:45 2024    profile/profile_output

         15451615 function calls (14117373 primitive calls) in 7.538 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    7.538    7.538 {built-in method builtins.exec}
        1    0.000    0.000    7.538    7.538 <string>:1(<module>)
        1    0.000    0.000    7.538    7.538 g:\Project\Celestial-Chess\tests\test_speed.py:22(profile_mcts)
        1    0.000    0.000    7.538    7.538 g:\Project\Celestial-Chess\ai\mcts.py:112(find_best_move)
        1    0.030    0.030    7.538    7.538 g:\Project\Celestial-Chess\ai\mcts.py:120(MCTS)
    10000    0.361    0.000    3.843    0.000 g:\Project\Celestial-Chess\ai\mcts.py:71(simulate)
    10000    0.049    0.000    3.638    0.000 g:\Project\Celestial-Chess\ai\mcts.py:98(tree_policy)
1228585/30001    1.295    0.000    2.882    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\copy.py:128(deepcopy)
    10000    0.067    0.000    2.858    0.000 g:\Project\Celestial-Chess\ai\mcts.py:56(expand)
    30030    0.090    0.000    2.719    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\copy.py:259(_reconstruct)
90003/30001    0.287    0.000    2.476    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\copy.py:227(_deepcopy_dict)
   127950    0.285    0.000    2.328    0.000 g:\Project\Celestial-Chess\game\chess_game.py:31(update_chessboard)
    10001    0.020    0.000    1.042    0.000 g:\Project\Celestial-Chess\ai\mcts.py:12(__init__)
   127950    0.231    0.000    1.004    0.000 g:\Project\Celestial-Chess\game\chess_game.py:50(update_adjacent_cells)
   109761    0.149    0.000    0.822    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\copy.py:210(_deepcopy_tuple)
   127950    0.634    0.000    0.758    0.000 g:\Project\Celestial-Chess\game\chess_game.py:54(mark_black_holes)
    19921    0.026    0.000    0.672    0.000 g:\Project\Celestial-Chess\ai\mcts.py:48(get_best_child)
   109761    0.067    0.000    0.666    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\copy.py:211(<listcomp>)
    19921    0.127    0.000    0.628    0.000 g:\Project\Celestial-Chess\ai\mcts.py:50(<listcomp>)
        1    0.000    0.000    0.565    0.565 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:343(_compile_for_args)
     21/1    0.000    0.000    0.565    0.565 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:859(compile)
        1    0.000    0.000    0.565    0.565 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:79(compile)
        1    0.000    0.000    0.565    0.565 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:86(_compile_cached)
        1    0.000    0.000    0.565    0.565 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:101(_compile_core)
        1    0.000    0.000    0.564    0.564 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:718(compile_extra)
        1    0.000    0.000    0.564    0.564 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:432(compile_extra)
        1    0.000    0.000    0.563    0.563 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:501(_compile_bytecode)
        1    0.000    0.000    0.563    0.563 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:455(_compile_core)
        1    0.000    0.000    0.562    0.562 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_machinery.py:342(run)
    48/27    0.000    0.000    0.562    0.021 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_lock.py:32(_acquire_compile_lock)
       26    0.001    0.000    0.561    0.022 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_machinery.py:268(_runPass)
       78    0.000    0.000    0.550    0.007 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_machinery.py:272(check)
   457994    0.299    0.000    0.501    0.000 g:\Project\Celestial-Chess\ai\mcts.py:39(UCB1)
   127951    0.141    0.000    0.312    0.000 g:\Project\Celestial-Chess\game\chess_game.py:131(get_all_moves)
   139990    0.060    0.000    0.294    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   499046    0.211    0.000    0.291    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\copy.py:243(_keep_alive)
   127950    0.075    0.000    0.280    0.000 <__array_function__ internals>:177(copy)
        1    0.000    0.000    0.270    0.270 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typed_passes.py:437(run_pass)
    10000    0.017    0.000    0.226    0.000 g:\Project\Celestial-Chess\game\chess_game.py:200(who_is_winner)
   167870    0.148    0.000    0.215    0.000 g:\Project\Celestial-Chess\game\chess_game.py:193(is_game_over)
   127950    0.170    0.000    0.208    0.000 g:\Project\Celestial-Chess\tools\tools_func.py:24(update_by_bfs)
   117950    0.076    0.000    0.199    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\random.py:375(choice)
    10000    0.014    0.000    0.195    0.000 g:\Project\Celestial-Chess\game\chess_game.py:116(get_score)
  2516976    0.190    0.000    0.192    0.000 {method 'get' of 'dict' objects}
    10000    0.043    0.000    0.174    0.000 {built-in method builtins.sum}
   127951    0.131    0.000    0.171    0.000 g:\Project\Celestial-Chess\tools\tools_func.py:9(get_zero_index)
        1    0.000    0.000    0.169    0.169 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typed_passes.py:105(run_pass)
        1    0.000    0.000    0.169    0.169 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typed_passes.py:68(type_inference_stage)
        1    0.000    0.000    0.156    0.156 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:1072(propagate)
        5    0.001    0.000    0.156    0.031 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:147(propagate)
        1    0.000    0.000    0.151    0.151 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:182(lower)
   127950    0.032    0.000    0.140    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numpy\lib\function_base.py:871(copy)
  1991177    0.138    0.000    0.138    0.000 {built-in method builtins.id}
