Tue Jun 18 21:54:46 2024    profile/profile_output

         21427654 function calls (21176760 primitive calls) in 17.059 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   17.060   17.060 {built-in method builtins.exec}
        1    0.000    0.000   17.060   17.060 <string>:1(<module>)
        1    0.000    0.000   17.060   17.060 g:\Project\Celestial-Chess\tests\test_speed.py:22(profile_mcts)
        1    0.000    0.000   17.060   17.060 g:\Project\Celestial-Chess\ai\mcts.py:105(find_best_move)
        1    0.094    0.094   17.060   17.060 g:\Project\Celestial-Chess\ai\mcts.py:116(MCTS)
    50000    1.453    0.000   11.510    0.000 g:\Project\Celestial-Chess\ai\mcts.py:62(simulate)
   596664    1.492    0.000    6.400    0.000 g:\Project\Celestial-Chess\game\chess_game.py:49(update_chessboard)
    50000    0.126    0.000    5.318    0.000 g:\Project\Celestial-Chess\ai\mcts.py:87(tree_policy)
    50000    0.255    0.000    2.582    0.000 g:\Project\Celestial-Chess\ai\mcts.py:48(expand)
   139361    0.335    0.000    2.518    0.000 g:\Project\Celestial-Chess\ai\mcts.py:41(get_best_child)
   596664    0.969    0.000    2.441    0.000 g:\Project\Celestial-Chess\game\chess_game.py:69(update_adjacent_cells)
   596664    0.943    0.000    1.396    0.000 g:\Project\Celestial-Chess\game\chess_game.py:73(mark_black_holes)
   596665    0.616    0.000    1.330    0.000 g:\Project\Celestial-Chess\game\chess_game.py:123(get_all_moves)
   139361    0.736    0.000    1.308    0.000 g:\Project\Celestial-Chess\ai\mcts.py:43(<listcomp>)
   696665    0.363    0.000    1.281    0.000 <__array_function__ internals>:177(copy)
   100001    0.149    0.000    1.273    0.000 g:\Project\Celestial-Chess\game\chess_game.py:39(copy)
   749169    0.271    0.000    1.270    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    50000    0.072    0.000    1.259    0.000 g:\Project\Celestial-Chess\game\chess_game.py:175(who_is_winner)
    50000    0.266    0.000    1.124    0.000 g:\Project\Celestial-Chess\game\chess_game.py:108(get_score)
   836026    1.087    0.000    1.087    0.000 {built-in method numpy.array}
   100001    0.331    0.000    0.915    0.000 g:\Project\Celestial-Chess\game\chess_game.py:12(__init__)
   596664    0.747    0.000    0.908    0.000 g:\Project\Celestial-Chess\tools\tools_func.py:24(update_by_bfs)
    50000    0.208    0.000    0.859    0.000 {built-in method builtins.sum}
   546664    0.304    0.000    0.826    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\random.py:375(choice)
   646664    0.532    0.000    0.771    0.000 g:\Project\Celestial-Chess\game\chess_game.py:168(is_game_over)
        2    0.000    0.000    0.751    0.375 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:343(_compile_for_args)
     22/2    0.000    0.000    0.750    0.375 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:859(compile)
        2    0.000    0.000    0.750    0.375 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:79(compile)
        2    0.000    0.000    0.750    0.375 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:86(_compile_cached)
        2    0.000    0.000    0.750    0.375 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\dispatcher.py:101(_compile_core)
        2    0.000    0.000    0.750    0.375 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:718(compile_extra)
        2    0.000    0.000    0.748    0.374 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:432(compile_extra)
        2    0.000    0.000    0.747    0.374 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:501(_compile_bytecode)
        2    0.000    0.000    0.747    0.373 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler.py:455(_compile_core)
        2    0.000    0.000    0.746    0.373 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_machinery.py:342(run)
    82/54    0.000    0.000    0.746    0.014 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_lock.py:32(_acquire_compile_lock)
       52    0.002    0.000    0.745    0.014 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_machinery.py:268(_runPass)
      156    0.000    0.000    0.723    0.005 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\compiler_machinery.py:272(check)
   596665    0.552    0.000    0.713    0.000 g:\Project\Celestial-Chess\tools\tools_func.py:9(get_zero_index)
  1171959    0.651    0.000    0.651    0.000 g:\Project\Celestial-Chess\game\chess_game.py:110(<genexpr>)
   696665    0.153    0.000    0.609    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numpy\lib\function_base.py:871(copy)
  3012069    0.572    0.000    0.572    0.000 g:\Project\Celestial-Chess\ai\mcts.py:28(get_win_rate)
   300003    0.546    0.000    0.546    0.000 {built-in method numpy.zeros}
    50000    0.044    0.000    0.476    0.000 <__array_function__ internals>:177(delete)
   546664    0.342    0.000    0.455    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\random.py:239(_randbelow_with_getrandbits)
   596664    0.453    0.000    0.453    0.000 g:\Project\Celestial-Chess\tools\tools_func.py:58(mark_and_expand_over_threshold)
    50000    0.326    0.000    0.391    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numpy\lib\function_base.py:5054(delete)
        2    0.000    0.000    0.378    0.189 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typed_passes.py:437(run_pass)
  1193329    0.322    0.000    0.322    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\serialize.py:30(_numba_unpickle)
   646664    0.239    0.000    0.239    0.000 g:\Project\Celestial-Chess\tools\tools_func.py:5(optimized_not_exist_zero_index)
    50001    0.063    0.000    0.214    0.000 g:\Project\Celestial-Chess\ai\mcts.py:12(__init__)
        2    0.000    0.000    0.211    0.106 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:182(lower)
        2    0.000    0.000    0.202    0.101 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typed_passes.py:105(run_pass)
        2    0.000    0.000    0.202    0.101 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typed_passes.py:68(type_inference_stage)
        2    0.000    0.000    0.185    0.092 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:1072(propagate)
        8    0.002    0.000    0.184    0.023 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:147(propagate)
        2    0.000    0.000    0.164    0.082 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:218(lower_normal_function)
        2    0.000    0.000    0.163    0.081 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:235(lower_function_body)
       20    0.001    0.000    0.162    0.008 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:260(lower_block)
      431    0.002    0.000    0.158    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:442(lower_inst)
      580    0.003    0.000    0.144    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\errors.py:320(_markup)
      580    0.001    0.000    0.139    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\errors.py:243(__init__)
     1719    0.120    0.000    0.139    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\llvmlite\binding\ffi.py:190(__call__)
      580    0.001    0.000    0.139    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\colorama\initialise.py:37(init)
239360/50000    0.138    0.000    0.138    0.000 g:\Project\Celestial-Chess\ai\mcts.py:80(backpropagate)
     1160    0.002    0.000    0.138    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\colorama\initialise.py:111(wrap_stream)
     1160    0.006    0.000    0.136    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\colorama\ansitowin32.py:81(__init__)
      508    0.000    0.000    0.127    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\errors.py:335(errmsg)
        2    0.000    0.000    0.108    0.054 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\cpu.py:225(get_executable)
        2    0.000    0.000    0.108    0.054 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\codegen.py:975(get_pointer_to_function)
     12/8    0.000    0.000    0.107    0.013 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\codegen.py:565(_ensure_finalized)
        2    0.000    0.000    0.107    0.054 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\codegen.py:739(finalize)
      295    0.006    0.000    0.107    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\types\functions.py:281(get_call_type)
759834/758849    0.103    0.000    0.104    0.000 {built-in method builtins.len}
      194    0.000    0.000    0.104    0.001 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:650(lower_assign)
       96    0.001    0.000    0.100    0.001 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\lowering.py:1170(lower_expr)
      225    0.002    0.000    0.098    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:585(resolve)
      160    0.001    0.000    0.093    0.001 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:704(__call__)
      316    0.000    0.000    0.093    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typing\context.py:189(resolve_function_type)
   189360    0.059    0.000    0.093    0.000 g:\Project\Celestial-Chess\ai\mcts.py:24(is_fully_expanded)
     1160    0.004    0.000    0.092    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\colorama\winterm.py:178(enable_vt_processing)
      225    0.000    0.000    0.090    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typeinfer.py:1539(resolve_call)
      316    0.001    0.000    0.089    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typing\context.py:233(_resolve_user_function_type)
      408    0.001    0.000    0.086    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typing\context.py:374(resolve_value_type)
      417    0.001    0.000    0.083    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\typing\typeof.py:27(typeof)
   696665    0.074    0.000    0.074    0.000 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numpy\lib\function_base.py:867(_copy_dispatcher)
   905663    0.073    0.000    0.073    0.000 {method 'getrandbits' of '_random.Random' objects}
        6    0.000    0.000    0.073    0.012 G:\ProgramData\miniforge3\envs\chessenv\lib\site-packages\numba\core\codegen.py:723(add_ir_module)
