Tue Jun 18 16:36:05 2024    profile/profile_output

         56290396 function calls (51168854 primitive calls) in 36.278 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.037    0.002 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\ir.py:112(strformat)
       35    0.000    0.000    0.037    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\cgutils.py:99(__init__)
      168    0.001    0.000    0.035    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\templates.py:606(generic)
   100679    0.035    0.000    0.035    0.000 {method 'update' of 'dict' objects}
     2905    0.005    0.000    0.035    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\llvmlite\ir\values.py:544(_to_string)
       23    0.000    0.000    0.034    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\np\arrayobj.py:77(_make_refs)
       13    0.000    0.000    0.034    0.003 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\ir.py:611(infer_constant)
       20    0.006    0.000    0.033    0.002 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\analysis.py:23(compute_use_defs)
  365/330    0.000    0.000    0.033    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\ir_utils.py:1542(guard)
        9    0.000    0.000    0.033    0.004 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\lowering.py:581(lower_setitem)
       23    0.000    0.000    0.032    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\rewrites\static_getitem.py:13(match)
        9    0.000    0.000    0.032    0.004 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\lowering.py:796(lower_getitem)
        2    0.000    0.000    0.031    0.016 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:1041(build_constraint)
      210    0.000    0.000    0.031    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:1404(constrain_statement)
       60    0.000    0.000    0.031    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\pprint.py:57(pformat)
      181    0.000    0.000    0.031    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:1473(typeof_assign)
       60    0.000    0.000    0.031    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\pprint.py:155(pformat)
  1861/60    0.003    0.000    0.030    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\pprint.py:167(_format)
9115/8661    0.003    0.000    0.030    0.000 {built-in method builtins.next}
       30    0.000    0.000    0.030    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:781(__call__)
       18    0.000    0.000    0.029    0.002 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\postproc.py:42(usedefs)
      168    0.001    0.000    0.029    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\templates.py:697(_get_impl)
      309    0.000    0.000    0.029    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\base.py:42(find)
        2    0.000    0.000    0.028    0.014 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\untyped_passes.py:79(run_pass)
        2    0.000    0.000    0.028    0.014 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\interpreter.py:1361(interpret)
